city_name,weather_description,temperature,atmospheric_pressure,humidity,clouds,precipitation,creation_date
Guimaraes,"céu claro",14,1017,100,0,0,"2018-09-14 00H"
Guimaraes,névoa,16,1017,100,20,0,"2018-09-14 01H"
Guimaraes,neblina,15,1017,100,20,0,"2018-09-14 02H"
Guimaraes,neblina,14,1017,100,40,0,"2018-09-14 03H"
Guimaraes,neblina,14,1017,100,40,0,"2018-09-14 04H"
Guimaraes,neblina,15,1017,100,75,0,"2018-09-14 05H"
Guimaraes,neblina,14,1017,100,75,0,"2018-09-14 06H"
Guimaraes,neblina,14,1017,100,75,0,"2018-09-14 07H"
Guimaraes,neblina,14,1017,100,20,0,"2018-09-14 08H"
Guimaraes,névoa,16,1018,88,8,0,"2018-09-14 09H"
Guimaraes,névoa,16,1018,93,8,0,"2018-09-14 10H"
Guimaraes,névoa,17,1018,88,20,0,"2018-09-14 11H"
Guimaraes,névoa,18,1018,88,75,0,"2018-09-14 12H"
Guimaraes,"nuvens quebrados",18,1018,88,75,0,"2018-09-14 13H"
Guimaraes,"nuvens dispersas",19,1018,88,40,0,"2018-09-14 14H"
Guimaraes,"algumas nuvens",20,1017,77,20,0,"2018-09-14 15H"
Guimaraes,"nuvens dispersas",19,1017,88,40,0,"2018-09-14 16H"
Guimaraes,névoa,18,1017,93,20,0,"2018-09-14 17H"
Guimaraes,névoa,17,1017,93,20,0,"2018-09-14 18H"
Guimaraes,névoa,17,1017,93,90,0,"2018-09-14 19H"
Guimaraes,névoa,16,1017,100,90,0,"2018-09-14 20H"
Guimaraes,névoa,16,1017,100,75,0,"2018-09-14 21H"
Guimaraes,névoa,16,1018,100,75,0,"2018-09-14 22H"
Guimaraes,neblina,16,1017,100,90,0,"2018-09-14 23H"
Guimaraes,névoa,16,1018,100,75,0,"2018-09-15 00H"
Guimaraes,neblina,16,1018,100,90,0,"2018-09-15 01H"
Guimaraes,neblina,16,1018,100,90,0,"2018-09-15 02H"
Guimaraes,névoa,16,1018,100,75,0,"2018-09-15 03H"
Guimaraes,névoa,16,1017,100,75,0,"2018-09-15 04H"
Guimaraes,névoa,16,1018,100,75,0,"2018-09-15 05H"
Guimaraes,névoa,16,1018,100,75,0,"2018-09-15 06H"
Guimaraes,névoa,16,1018,100,90,0,"2018-09-15 07H"
Guimaraes,névoa,17,1019,93,40,0,"2018-09-15 08H"
Guimaraes,"algumas nuvens",20,1019,77,20,0,"2018-09-15 09H"
Guimaraes,"céu claro",24,1019,64,0,0,"2018-09-15 10H"
Guimaraes,névoa,22,1019,73,0,0,"2018-09-15 11H"
Guimaraes,névoa,18,1019,88,75,0,"2018-09-15 12H"
Guimaraes,névoa,19,1018,88,40,0,"2018-09-15 13H"
Guimaraes,névoa,20,1018,82,20,0,"2018-09-15 14H"
Guimaraes,névoa,17,1018,93,40,0,"2018-09-15 15H"
Guimaraes,névoa,17,1018,93,75,0,"2018-09-15 16H"
Guimaraes,névoa,18,1018,93,75,0,"2018-09-15 17H"
Guimaraes,névoa,17,1019,93,75,0,"2018-09-15 18H"
Guimaraes,neblina,16,1020,100,75,0,"2018-09-15 19H"
Guimaraes,neblina,16,1020,100,90,0,"2018-09-15 20H"
Guimaraes,neblina,15,1020,100,90,0,"2018-09-15 21H"
Guimaraes,neblina,15,1020,100,90,0,"2018-09-15 22H"
Guimaraes,neblina,15,1020,100,90,0,"2018-09-15 23H"
Guimaraes,neblina,15,1020,100,90,0,"2018-09-16 00H"
Guimaraes,neblina,15,1020,100,90,0,"2018-09-16 01H"
Guimaraes,neblina,15,1020,100,90,0,"2018-09-16 02H"
Guimaraes,neblina,14,1019,100,90,0,"2018-09-16 03H"
Guimaraes,neblina,15,1019,100,90,0,"2018-09-16 04H"
Guimaraes,neblina,15,1019,100,90,0,"2018-09-16 05H"
Guimaraes,neblina,14,1020,100,90,0,"2018-09-16 06H"
Guimaraes,neblina,14,1020,100,90,0,"2018-09-16 07H"
Guimaraes,neblina,15,1020,100,90,0,"2018-09-16 08H"
Guimaraes,névoa,15,1020,100,90,0,"2018-09-16 09H"
Guimaraes,névoa,16,1021,100,75,0,"2018-09-16 10H"
Guimaraes,névoa,16,1021,88,20,0,"2018-09-16 11H"
Guimaraes,"céu claro",20,1020,77,0,0,"2018-09-16 12H"
Guimaraes,névoa,19,1020,77,0,0,"2018-09-16 13H"
Guimaraes,"céu claro",18,1019,88,0,0,"2018-09-16 14H"
Guimaraes,"céu claro",18,1019,82,0,0,"2018-09-16 15H"
Guimaraes,"céu claro",19,1018,77,0,0,"2018-09-16 16H"
Guimaraes,"céu claro",19,1018,82,0,0,"2018-09-16 17H"
Guimaraes,"céu claro",19,1018,88,0,0,"2018-09-16 18H"
Guimaraes,"céu claro",17,1018,93,0,0,"2018-09-16 19H"
Guimaraes,"céu claro",16,1018,100,0,0,"2018-09-16 20H"
Guimaraes,"céu claro",15,1019,100,0,0,"2018-09-16 21H"
Guimaraes,"algumas nuvens",14,1018,100,20,0,"2018-09-16 22H"
Guimaraes,"nuvens dispersas",14,1018,100,40,0,"2018-09-16 23H"
Guimaraes,"algumas nuvens",14,1017,100,20,0,"2018-09-17 00H"
Guimaraes,"algumas nuvens",13,1017,100,20,0,"2018-09-17 01H"
Guimaraes,"nuvens dispersas",13,1017,100,40,0,"2018-09-17 02H"
Guimaraes,neblina,13,1016,100,20,0,"2018-09-17 03H"
Guimaraes,neblina,12,1016,100,40,0,"2018-09-17 04H"
Guimaraes,neblina,12,1016,100,20,0,"2018-09-17 05H"
Guimaraes,névoa,13,1016,100,20,0,"2018-09-17 06H"
Guimaraes,neblina,13,1016,100,40,0,"2018-09-17 07H"
Guimaraes,neblina,15,1017,100,40,0,"2018-09-17 08H"
Guimaraes,neblina,16,1017,100,90,0,"2018-09-17 09H"
Guimaraes,neblina,16,1017,100,90,0,"2018-09-17 10H"
Guimaraes,névoa,16,1017,100,75,0,"2018-09-17 11H"
Guimaraes,névoa,17,1017,93,20,0,"2018-09-17 12H"
Guimaraes,"céu claro",19,1016,73,0,0,"2018-09-17 13H"
Guimaraes,"céu claro",20,1016,82,0,0,"2018-09-17 14H"
Guimaraes,névoa,18,1016,93,75,0,"2018-09-17 15H"
Guimaraes,"nuvens quebrados",17,1016,93,75,0,"2018-09-17 16H"
Guimaraes,névoa,17,1015,93,75,0,"2018-09-17 17H"
Guimaraes,"nuvens quebrados",16,1016,100,75,0,"2018-09-17 18H"
Guimaraes,"tempo nublado",16,1016,93,90,0,"2018-09-17 19H"
Guimaraes,"tempo nublado",16,1016,100,90,0,"2018-09-17 20H"
Guimaraes,névoa,16,1016,100,90,0,"2018-09-17 21H"
Guimaraes,"garoa fraca",16,1016,100,75,0,"2018-09-17 22H"
Guimaraes,névoa,16,1016,100,75,0,"2018-09-17 23H"
Guimaraes,névoa,16,1016,100,75,0,"2018-09-18 00H"
Guimaraes,névoa,16,1016,100,75,0,"2018-09-18 01H"
Guimaraes,"nuvens quebrados",16,1016,100,75,0,"2018-09-18 02H"
Guimaraes,"nuvens quebrados",16,1016,100,75,0,"2018-09-18 03H"
Guimaraes,"nuvens quebrados",16,1016,100,75,0,"2018-09-18 04H"
Guimaraes,"nuvens quebrados",17,1016,100,75,0,"2018-09-18 05H"
Guimaraes,névoa,17,1016,100,75,0,"2018-09-18 06H"
Guimaraes,névoa,17,1017,100,75,0,"2018-09-18 07H"
Guimaraes,névoa,17,1017,93,90,0,"2018-09-18 08H"
Guimaraes,"tempo nublado",19,1018,93,90,0,"2018-09-18 09H"
Guimaraes,"nuvens quebrados",19,1018,93,75,0,"2018-09-18 10H"
Guimaraes,"nuvens dispersas",19,1018,77,40,0,"2018-09-18 11H"
Guimaraes,"tempo nublado",21,1018,83,90,0,"2018-09-18 12H"
Guimaraes,"nuvens quebrados",21,1018,83,75,0,"2018-09-18 13H"
Guimaraes,"nuvens dispersas",20,1018,88,40,0,"2018-09-18 14H"
Guimaraes,névoa,18,1018,93,75,0,"2018-09-18 15H"
Guimaraes,neblina,19,1018,88,75,0,"2018-09-18 16H"
Guimaraes,névoa,19,1018,82,20,0,"2018-09-18 17H"
Guimaraes,névoa,18,1018,93,20,0,"2018-09-18 18H"
Guimaraes,névoa,17,1019,93,40,0,"2018-09-18 19H"
Guimaraes,neblina,15,1019,100,75,0,"2018-09-18 20H"
Guimaraes,névoa,16,1020,100,75,0,"2018-09-18 21H"
Guimaraes,névoa,16,1020,100,75,0,"2018-09-18 22H"
Guimaraes,neblina,15,1020,100,40,0,"2018-09-18 23H"
Guimaraes,neblina,14,1020,100,20,0,"2018-09-19 00H"
Guimaraes,névoa,14,1020,100,20,0,"2018-09-19 01H"
Guimaraes,névoa,13,1020,100,20,0,"2018-09-19 02H"
Guimaraes,"algumas nuvens",15,1020,100,20,0,"2018-09-19 03H"
Guimaraes,"algumas nuvens",14,1020,100,20,0,"2018-09-19 04H"
Guimaraes,"algumas nuvens",14,1020,100,20,0,"2018-09-19 05H"
Guimaraes,névoa,13,1020,100,0,0,"2018-09-19 06H"
Guimaraes,"céu claro",13,1021,100,0,0,"2018-09-19 07H"
Guimaraes,"céu claro",16,1021,88,0,0,"2018-09-19 08H"
Guimaraes,"céu claro",18,1022,82,0,0,"2018-09-19 09H"
Guimaraes,"céu claro",20,1022,64,0,0,"2018-09-19 10H"
Guimaraes,"céu claro",21,1022,68,0,0,"2018-09-19 11H"
Guimaraes,"céu claro",22,1022,64,0,0,"2018-09-19 12H"
Guimaraes,"céu claro",23,1021,64,0,0,"2018-09-19 14H"
Guimaraes,"céu claro",22,1021,64,0,0,"2018-09-19 15H"
Guimaraes,"céu claro",21,1021,68,0,0,"2018-09-19 16H"
Guimaraes,"céu claro",20,1021,77,0,0,"2018-09-19 17H"
Guimaraes,"céu claro",19,1021,88,0,0,"2018-09-19 18H"
Guimaraes,"algumas nuvens",18,1021,93,20,0,"2018-09-19 19H"
Guimaraes,"algumas nuvens",18,1021,93,20,0,"2018-09-19 20H"
Guimaraes,"nuvens quebrados",18,1022,93,75,0,"2018-09-19 21H"
Guimaraes,"nuvens quebrados",18,1022,93,75,0,"2018-09-19 22H"
Guimaraes,"nuvens dispersas",17,1022,100,40,0,"2018-09-19 23H"
Guimaraes,"algumas nuvens",16,1021,100,20,0,"2018-09-20 00H"
Guimaraes,neblina,16,1021,100,40,0,"2018-09-20 01H"
Guimaraes,neblina,15,1020,100,75,0,"2018-09-20 02H"
Guimaraes,neblina,15,1020,100,75,0,"2018-09-20 03H"
Guimaraes,neblina,15,1020,100,75,0,"2018-09-20 04H"
Guimaraes,neblina,15,1020,100,75,0,"2018-09-20 05H"
Guimaraes,neblina,15,1020,100,75,0,"2018-09-20 06H"
Guimaraes,névoa,15,1021,100,90,0,"2018-09-20 07H"
Guimaraes,névoa,15,1021,100,90,0,"2018-09-20 08H"
Guimaraes,"tempo nublado",16,1021,100,90,0,"2018-09-20 09H"
Guimaraes,"tempo nublado",18,1022,100,90,0,"2018-09-20 10H"
Guimaraes,"nuvens dispersas",18,1022,88,40,0,"2018-09-20 11H"
Guimaraes,"algumas nuvens",19,1022,88,20,0,"2018-09-20 12H"
Guimaraes,"algumas nuvens",20,1021,82,20,0,"2018-09-20 13H"
Guimaraes,"céu claro",21,1020,64,0,0,"2018-09-20 14H"
Guimaraes,"céu claro",22,1020,68,0,0,"2018-09-20 15H"
Guimaraes,"algumas nuvens",19,1020,88,20,0,"2018-09-20 16H"
Guimaraes,"algumas nuvens",18,1020,88,20,0,"2018-09-20 17H"
Guimaraes,"algumas nuvens",18,1021,88,20,0,"2018-09-20 18H"
Guimaraes,"nuvens dispersas",17,1021,93,40,0,"2018-09-20 19H"
Guimaraes,"nuvens quebrados",17,1021,93,75,0,"2018-09-20 20H"
Guimaraes,"tempo nublado",17,1021,93,90,0,"2018-09-20 21H"
Guimaraes,"tempo nublado",18,1021,93,90,0,"2018-09-20 22H"
Guimaraes,"tempo nublado",18,1021,93,90,0,"2018-09-20 23H"
Guimaraes,"nuvens quebrados",18,1021,93,75,0,"2018-09-21 00H"
Guimaraes,"nuvens quebrados",18,1021,93,75,0,"2018-09-21 01H"
Guimaraes,"nuvens quebrados",17,1020,93,75,0,"2018-09-21 02H"
Guimaraes,"tempo nublado",16,1020,100,90,0,"2018-09-21 03H"
Guimaraes,"tempo nublado",16,1020,93,90,0,"2018-09-21 04H"
Guimaraes,"tempo nublado",16,1021,93,90,0,"2018-09-21 05H"
Guimaraes,"nuvens quebrados",15,1021,93,75,0,"2018-09-21 06H"
Guimaraes,"algumas nuvens",16,1021,93,20,0,"2018-09-21 07H"
Guimaraes,"nuvens quebrados",16,1022,93,75,0,"2018-09-21 08H"
Guimaraes,"algumas nuvens",21,1022,77,20,0,"2018-09-21 09H"
Guimaraes,"algumas nuvens",22,1022,68,20,0,"2018-09-21 10H"
Guimaraes,"algumas nuvens",23,1022,64,20,0,"2018-09-21 11H"
Guimaraes,"algumas nuvens",23,1022,60,20,0,"2018-09-21 12H"
Guimaraes,"céu claro",23,1022,73,0,0,"2018-09-21 13H"
Guimaraes,"céu claro",22,1021,73,0,0,"2018-09-21 14H"
Guimaraes,"céu claro",22,1021,73,0,0,"2018-09-21 15H"
Guimaraes,"céu claro",22,1021,73,0,0,"2018-09-21 16H"
Guimaraes,"céu claro",21,1021,77,0,0,"2018-09-21 17H"
Guimaraes,"céu claro",20,1021,82,0,0,"2018-09-21 18H"
Guimaraes,"céu claro",19,1021,88,0,0,"2018-09-21 19H"
Guimaraes,"céu claro",19,1021,88,0,0,"2018-09-21 20H"
Guimaraes,"nuvens dispersas",19,1022,93,40,0,"2018-09-21 21H"
Guimaraes,"céu claro",18,1022,100,0,0,"2018-09-21 22H"
Guimaraes,"céu claro",17,1022,100,0,0,"2018-09-21 23H"
Guimaraes,"algumas nuvens",17,1022,100,20,0,"2018-09-22 00H"
Guimaraes,"algumas nuvens",17,1022,100,20,0,"2018-09-22 01H"
Guimaraes,"algumas nuvens",16,1021,100,20,0,"2018-09-22 02H"
Guimaraes,"algumas nuvens",15,1021,100,20,0,"2018-09-22 03H"
Guimaraes,névoa,15,1021,100,20,0,"2018-09-22 04H"
Guimaraes,neblina,14,1021,100,20,0,"2018-09-22 05H"
Guimaraes,"algumas nuvens",13,1021,100,20,0,"2018-09-22 06H"
Guimaraes,neblina,13,1022,100,20,0,"2018-09-22 07H"
Guimaraes,neblina,14,1022,100,0,0,"2018-09-22 08H"
Guimaraes,neblina,16,1023,100,0,0,"2018-09-22 09H"
Guimaraes,neblina,17,1023,83,0,0,"2018-09-22 10H"
Guimaraes,"céu claro",19,1023,73,0,0,"2018-09-22 11H"
Guimaraes,"céu claro",20,1023,78,0,0,"2018-09-22 12H"
Guimaraes,"céu claro",20,1023,73,0,0,"2018-09-22 13H"
Guimaraes,"céu claro",20,1023,73,0,0,"2018-09-22 14H"
Guimaraes,"céu claro",20,1022,78,0,0,"2018-09-22 15H"
Guimaraes,"céu claro",22,1022,73,0,0,"2018-09-22 16H"
Guimaraes,"céu claro",22,1022,73,0,0,"2018-09-22 17H"
Guimaraes,"céu claro",20,1022,77,0,0,"2018-09-22 18H"
Guimaraes,"céu claro",20,1022,82,0,0,"2018-09-22 19H"
Guimaraes,"céu claro",18,1022,88,0,0,"2018-09-22 20H"
Guimaraes,"céu claro",17,1023,88,0,0,"2018-09-22 21H"
Guimaraes,"céu claro",17,1023,93,0,0,"2018-09-22 22H"
Guimaraes,"céu claro",15,1023,100,0,0,"2018-09-22 23H"
Guimaraes,"céu claro",15,1023,100,0,0,"2018-09-23 00H"
Guimaraes,"céu claro",14,1023,100,0,0,"2018-09-23 01H"
Guimaraes,"céu claro",14,1022,100,0,0,"2018-09-23 02H"
Guimaraes,"céu claro",13,1022,100,0,0,"2018-09-23 03H"
Guimaraes,"céu claro",13,1022,100,0,0,"2018-09-23 04H"
Guimaraes,neblina,13,1022,100,0,0,"2018-09-23 05H"
Guimaraes,neblina,12,1022,100,0,0,"2018-09-23 06H"
Guimaraes,neblina,12,1023,100,20,0,"2018-09-23 07H"
Guimaraes,névoa,13,1023,100,0,0,"2018-09-23 08H"
Guimaraes,neblina,16,1023,88,0,0,"2018-09-23 09H"
Guimaraes,névoa,18,1024,73,0,0,"2018-09-23 10H"
Guimaraes,"céu claro",20,1024,73,0,0,"2018-09-23 11H"
Guimaraes,"céu claro",22,1024,69,0,0,"2018-09-23 12H"
Guimaraes,"céu claro",22,1023,69,0,0,"2018-09-23 13H"
Guimaraes,"céu claro",22,1023,69,0,0,"2018-09-23 14H"
Guimaraes,"céu claro",22,1022,69,0,0,"2018-09-23 15H"
Guimaraes,"céu claro",22,1022,69,0,0,"2018-09-23 16H"
Guimaraes,"céu claro",22,1022,64,0,0,"2018-09-23 17H"
Guimaraes,"céu claro",20,1022,69,0,0,"2018-09-23 18H"
Guimaraes,"céu claro",20,1022,73,0,0,"2018-09-23 19H"
Guimaraes,"céu claro",18,1022,82,0,0,"2018-09-23 20H"
Guimaraes,"céu claro",17,1022,88,0,0,"2018-09-23 21H"
Guimaraes,"céu claro",16,1022,93,0,0,"2018-09-23 22H"
Guimaraes,"céu claro",17,1022,88,0,0,"2018-09-23 23H"
Guimaraes,"céu claro",16,1022,93,0,0,"2018-09-24 00H"
Guimaraes,"céu claro",16,1022,93,0,0,"2018-09-24 01H"
Guimaraes,"céu claro",16,1022,93,0,0,"2018-09-24 02H"
Guimaraes,"céu claro",15,1021,100,0,0,"2018-09-24 03H"
Guimaraes,"céu claro",14,1021,100,0,0,"2018-09-24 04H"
Guimaraes,"céu claro",15,1021,100,0,0,"2018-09-24 05H"
Guimaraes,"céu claro",14,1021,100,0,0,"2018-09-24 06H"
Guimaraes,névoa,16,1021,77,0,0,"2018-09-24 07H"
Guimaraes,neblina,16,1021,82,0,0,"2018-09-24 08H"
Guimaraes,"céu claro",25,1022,57,0,0,"2018-09-24 09H"
Guimaraes,"céu claro",22,1022,48,0,0,"2018-09-24 10H"
Guimaraes,"céu claro",25,1022,40,0,0,"2018-09-24 11H"
Guimaraes,"céu claro",26,1022,38,0,0,"2018-09-24 12H"
Guimaraes,"céu claro",29,1021,33,0,0,"2018-09-24 13H"
Guimaraes,"céu claro",27,1020,48,0,0,"2018-09-24 14H"
Guimaraes,"céu claro",27,1020,48,0,0,"2018-09-24 15H"
Guimaraes,"céu claro",26,1019,45,0,0,"2018-09-24 16H"
Guimaraes,"céu claro",26,1019,45,0,0,"2018-09-24 17H"
Guimaraes,"céu claro",25,1019,44,0,0,"2018-09-24 18H"
Guimaraes,"céu claro",23,1019,50,0,0,"2018-09-24 19H"
Guimaraes,"céu claro",19,1019,60,0,0,"2018-09-24 20H"
Guimaraes,"céu claro",18,1019,72,0,0,"2018-09-24 21H"
Guimaraes,"céu claro",18,1019,72,0,0,"2018-09-24 22H"
Guimaraes,"céu claro",17,1019,77,0,0,"2018-09-24 23H"
Guimaraes,"céu claro",17,1019,72,0,0,"2018-09-25 00H"
Guimaraes,"céu claro",16,1019,82,0,0,"2018-09-25 01H"
Guimaraes,"céu claro",16,1019,88,0,0,"2018-09-25 02H"
Guimaraes,"céu claro",18,1018,50,0,0,"2018-09-25 03H"
Guimaraes,"céu claro",18,1018,41,0,0,"2018-09-25 04H"
Guimaraes,"céu claro",17,1018,38,0,0,"2018-09-25 05H"
Guimaraes,"céu claro",17,1018,31,0,0,"2018-09-25 06H"
Guimaraes,"céu claro",19,1019,53,0,0,"2018-09-25 09H"
Guimaraes,"céu claro",24,1020,20,0,0,"2018-09-25 10H"
Guimaraes,"céu claro",26,1020,19,0,0,"2018-09-25 11H"
Guimaraes,"céu claro",28,1020,19,0,0,"2018-09-25 12H"
Guimaraes,"céu claro",29,1019,19,0,0,"2018-09-25 13H"
Guimaraes,"céu claro",30,1018,21,0,0,"2018-09-25 14H"
Guimaraes,"céu claro",29,1018,26,0,0,"2018-09-25 15H"
Guimaraes,"céu claro",29,1018,26,0,0,"2018-09-25 16H"
Guimaraes,"céu claro",28,1018,32,0,0,"2018-09-25 17H"
Guimaraes,"céu claro",26,1018,37,0,0,"2018-09-25 18H"
Guimaraes,"céu claro",24,1018,53,0,0,"2018-09-25 19H"
Guimaraes,"céu claro",20,1018,68,0,0,"2018-09-25 21H"
Guimaraes,"céu claro",19,1018,60,0,0,"2018-09-25 22H"
Guimaraes,"céu claro",18,1018,68,0,0,"2018-09-25 23H"
Guimaraes,"céu claro",18,1018,60,0,0,"2018-09-26 00H"
Guimaraes,"céu claro",17,1019,59,0,0,"2018-09-26 01H"
Guimaraes,"céu claro",19,1019,38,0,0,"2018-09-26 02H"
Guimaraes,"céu claro",19,1018,38,0,0,"2018-09-26 03H"
Guimaraes,"céu claro",17,1019,55,0,0,"2018-09-26 04H"
Guimaraes,"céu claro",16,1019,52,0,0,"2018-09-26 05H"
Guimaraes,"céu claro",15,1019,63,0,0,"2018-09-26 06H"
Guimaraes,"céu claro",15,1020,77,0,0,"2018-09-26 07H"
Guimaraes,"céu claro",16,1021,64,0,0,"2018-09-26 08H"
Guimaraes,"céu claro",20,1021,38,0,0,"2018-09-26 09H"
Guimaraes,"céu claro",23,1022,36,0,0,"2018-09-26 10H"
Guimaraes,"céu claro",25,1022,41,0,0,"2018-09-26 11H"
Guimaraes,"céu claro",29,1022,32,0,0,"2018-09-26 12H"
Guimaraes,"céu claro",30,1022,39,0,0,"2018-09-26 13H"
Guimaraes,"céu claro",28,1022,48,0,0,"2018-09-26 14H"
Guimaraes,"céu claro",28,1022,54,0,0,"2018-09-26 15H"
Guimaraes,"céu claro",26,1022,57,0,0,"2018-09-26 16H"
Guimaraes,"céu claro",26,1022,61,0,0,"2018-09-26 17H"
Guimaraes,"céu claro",25,1022,65,0,0,"2018-09-26 18H"
Guimaraes,"céu claro",24,1023,73,0,0,"2018-09-26 19H"
Guimaraes,"céu claro",22,1023,78,0,0,"2018-09-26 20H"
Guimaraes,"céu claro",22,1023,83,0,0,"2018-09-26 21H"
Guimaraes,"céu claro",22,1024,83,0,0,"2018-09-26 22H"
Guimaraes,"céu claro",21,1024,83,0,0,"2018-09-26 23H"
Guimaraes,"céu claro",20,1024,88,0,0,"2018-09-27 00H"
Guimaraes,"céu claro",20,1024,83,0,0,"2018-09-27 01H"
Guimaraes,"céu claro",19,1025,88,0,0,"2018-09-27 02H"
Guimaraes,"céu claro",18,1024,93,0,0,"2018-09-27 03H"
Guimaraes,"céu claro",18,1024,93,0,0,"2018-09-27 04H"
Guimaraes,"céu claro",18,1024,88,0,0,"2018-09-27 05H"
Guimaraes,"céu claro",17,1024,93,0,0,"2018-09-27 06H"
Guimaraes,"céu claro",17,1025,93,0,0,"2018-09-27 07H"
Guimaraes,"céu claro",17,1025,88,0,0,"2018-09-27 08H"
Guimaraes,"céu claro",20,1026,69,0,0,"2018-09-27 09H"
Guimaraes,"céu claro",24,1026,57,0,0,"2018-09-27 10H"
Guimaraes,"céu claro",28,1026,48,0,0,"2018-09-27 12H"
Guimaraes,"céu claro",27,1026,54,0,0,"2018-09-27 13H"
Guimaraes,"céu claro",27,1025,54,0,0,"2018-09-27 14H"
Guimaraes,"céu claro",26,1025,61,0,0,"2018-09-27 15H"
Guimaraes,"céu claro",25,1024,69,0,0,"2018-09-27 16H"
Guimaraes,"céu claro",25,1024,69,0,0,"2018-09-27 17H"
Guimaraes,"céu claro",23,1024,73,0,0,"2018-09-27 18H"
Guimaraes,"céu claro",22,1024,83,0,0,"2018-09-27 19H"
Guimaraes,"céu claro",20,1024,88,0,0,"2018-09-27 20H"
Guimaraes,"céu claro",20,1024,88,0,0,"2018-09-27 21H"
Guimaraes,"céu claro",19,1024,88,0,0,"2018-09-27 22H"
Guimaraes,"céu claro",18,1024,93,0,0,"2018-09-27 23H"
Guimaraes,"céu claro",18,1024,93,0,0,"2018-09-28 00H"
Guimaraes,névoa,18,1023,93,20,0,"2018-09-28 01H"
Guimaraes,neblina,18,1023,100,75,0,"2018-09-28 02H"
Guimaraes,neblina,18,1022,100,75,0,"2018-09-28 03H"
Guimaraes,névoa,17,1021,100,75,0,"2018-09-28 04H"
Guimaraes,névoa,16,1021,100,75,0,"2018-09-28 05H"
Guimaraes,neblina,16,1021,100,90,0,"2018-09-28 06H"
Guimaraes,neblina,15,1021,100,90,0,"2018-09-28 07H"
Guimaraes,neblina,16,1022,100,90,0,"2018-09-28 08H"
Guimaraes,neblina,16,1022,100,75,0,"2018-09-28 09H"
Guimaraes,"nuvens dispersas",17,1022,100,40,0,"2018-09-28 10H"
Guimaraes,"céu claro",19,1022,83,0,0,"2018-09-28 11H"
Guimaraes,"céu claro",20,1021,77,0,0,"2018-09-28 12H"
Guimaraes,"céu claro",21,1020,68,0,0,"2018-09-28 13H"
Guimaraes,"céu claro",20,1020,68,0,0,"2018-09-28 14H"
Guimaraes,"céu claro",20,1019,64,0,0,"2018-09-28 15H"
Guimaraes,"algumas nuvens",20,1019,68,20,0,"2018-09-28 16H"
Guimaraes,"algumas nuvens",20,1019,68,20,0,"2018-09-28 17H"
Guimaraes,"céu claro",17,1019,88,0,0,"2018-09-28 19H"
Guimaraes,"céu claro",16,1019,93,0,0,"2018-09-28 20H"
Guimaraes,"algumas nuvens",16,1019,93,20,0,"2018-09-28 21H"
Guimaraes,"céu claro",15,1019,93,0,0,"2018-09-28 22H"
Guimaraes,"algumas nuvens",15,1019,100,20,0,"2018-09-28 23H"
Guimaraes,"nuvens quebrados",15,1018,100,75,0,"2018-09-29 00H"
Guimaraes,"nuvens quebrados",15,1018,100,75,0,"2018-09-29 01H"
Guimaraes,névoa,15,1018,93,75,0,"2018-09-29 02H"
Guimaraes,névoa,15,1018,93,90,0,"2018-09-29 03H"
Guimaraes,névoa,14,1017,100,75,0,"2018-09-29 04H"
Guimaraes,névoa,14,1017,100,75,0,"2018-09-29 05H"
Guimaraes,névoa,14,1017,100,90,0,"2018-09-29 06H"
Guimaraes,neblina,14,1017,100,40,0,"2018-09-29 07H"
Guimaraes,neblina,14,1017,100,75,0,"2018-09-29 08H"
Guimaraes,neblina,15,1018,100,20,0,"2018-09-29 09H"
Guimaraes,névoa,16,1017,82,20,0,"2018-09-29 10H"
Guimaraes,"céu claro",18,1017,77,0,0,"2018-09-29 11H"
Guimaraes,"céu claro",19,1017,82,0,0,"2018-09-29 12H"
Guimaraes,"céu claro",19,1017,72,0,0,"2018-09-29 13H"
Guimaraes,"céu claro",19,1016,72,0,0,"2018-09-29 14H"
Guimaraes,"céu claro",19,1016,72,0,0,"2018-09-29 15H"
Guimaraes,"céu claro",19,1016,77,0,0,"2018-09-29 16H"
Guimaraes,"céu claro",19,1015,82,0,0,"2018-09-29 17H"
Guimaraes,"algumas nuvens",19,1016,88,20,0,"2018-09-29 18H"
Guimaraes,"algumas nuvens",18,1016,93,20,0,"2018-09-29 19H"
Guimaraes,"céu claro",17,1016,93,0,0,"2018-09-29 20H"
Guimaraes,"céu claro",16,1016,100,0,0,"2018-09-29 21H"
Guimaraes,"céu claro",16,1016,93,0,0,"2018-09-29 22H"
Guimaraes,"nuvens dispersas",15,1016,93,40,0,"2018-09-29 23H"
Guimaraes,"nuvens quebrados",15,1016,100,75,0,"2018-09-30 00H"
Guimaraes,névoa,14,1016,100,75,0,"2018-09-30 01H"
Guimaraes,névoa,14,1017,100,75,0,"2018-09-30 02H"
Guimaraes,névoa,14,1017,100,75,0,"2018-09-30 03H"
Guimaraes,névoa,14,1017,100,75,0,"2018-09-30 04H"
Guimaraes,névoa,14,1017,100,75,0,"2018-09-30 05H"
Guimaraes,névoa,14,1017,100,75,0,"2018-09-30 06H"
Guimaraes,névoa,16,1017,93,75,0,"2018-09-30 07H"
Guimaraes,névoa,16,1018,93,90,0,"2018-09-30 08H"
Guimaraes,"nuvens quebrados",17,1018,82,75,0,"2018-09-30 10H"
